date,category,amount,notes,transaction_type,payment_mode,clean_notes
07/27/2023,health,505.0,Doctor consultation,Expense,Card,doctor consultation
2021-06-13,food,4159.0,Lunch,Expense,Cash,lunch
2021-10-26,utility,4184.0,Internet bill,Expense,unknown,internet bill
07/07/2022,food,9195.0,Grocery shopping,Expense,Cash,grocery shopping
04/04/2023,food,7073.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
09/14/2023,travel,4516.0,Uber ride,Expense,Cash,uber ride
27-07-24,education,1105.0,Online course,Expense,Cash,online course
31-07-22,utility,320.0,Electricity bill,Expense,Bank Transfer,electricity bill
03/30/2022,travel,5074.0,Train ticket,Expense,UPI,train ticket
2022-12-10,utility,10022.0,Electricity bill,Income,UPI,electricity bill
02/16/2024,food,1498.0,ATM withdrawal,Expense,unknown,atm withdrawal
2021-09-30,health,504.0,Medicine,Expense,UPI,medicine
2024-10-09,rent,3328.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
24-10-21,food,151.0,Books,Expense,Bank Transfer,books
04-11-2022,rent,4906.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
06/22/2024,utility,9953.0,Internet bill,Expense,Card,internet bill
04/20/2023,travel,1366.0,Uber ride,Expense,Card,uber ride
03/23/2024,utility,77543.0,Internet bill,Income,UPI,internet bill
05/31/2023,health,795.0,Medicine,Expense,Bank Transfer,medicine
27-09-23,food,5374.0,Restaurant dinner,Expense,Card,restaurant dinner
13-08-24,health,5079.0,Medicine,Expense,Card,medicine
11-11-24,food,1902.0,Lunch,Expense,Card,lunch
08-11-22,utility,30470.0,Internet bill,Income,UPI,internet bill
03-07-22,health,5190.0,Gym membership,Expense,Card,gym membership
2024-08-28,food,1612.0,Grocery shopping,Expense,unknown,grocery shopping
11/17/2023,travel,15193.0,Uber ride,Expense,Card,uber ride
22-07-2023,food,3041.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
21-07-24,food,7335.0,Coffee,Expense,UPI,coffee
03/04/2024,travel,1048.0,Train ticket,Expense,Card,train ticket
2022-07-09,food,621176.0,Restaurant dinner,Income,Card,restaurant dinner
20/09/2018 12:04:08,travel,30.0,2 Place 5 to Place 0,Expense,Cash,2 place 5 to place 0
20/09/2018 12:03:15,food,60.0,Idli medu Vada mix 2 plates,Expense,Cash,idli medu vada mix 2 plates
19/09/2018,subscription,199.0,1 month subscription,Expense,Bank Account,1 month subscription
17/09/2018 23:41:17,subscription,19.0,Data booster pack,Expense,Bank Account,data booster pack
16/09/2018 17:15:08,festivals,251.0,Ganesh idol,Expense,Cash,ganesh idol
15/09/2018 06:34:17,subscription,200.0,Permanent Residence - Tata Play recharge,Expense,Card,permanent residence tata play recharge
14/09/2018 05:39:17,travel,50.0,Place 2 station to Permanent Residence,Expense,Cash,place 2 station to permanent residence
13/09/2018 21:35:15,travel,40.0,2 Place 0 to Place 3,Expense,Bank Account,2 place 0 to place 3
13/09/2018 21:01:47,others,83.0,HBR 2 Months subscription,Expense,Card,hbr 2 months subscription
13/09/2018 21:01:32,food,46.0,1kg atta,Expense,Cash,1kg atta
12/9/2018,subscription,667.0,Data booster pack,Expense,Card,data booster pack
11/9/2018,food,650.0,Home Food Delivery,Expense,Bank Account,home food delivery
11/9/2018,petty cash,3500.0,From Family,Income,Bank Account,from family
11/9/2018,food,36.0,Half lit  milk,Expense,Cash,half lit milk
10/9/2018,food,36.0,Half lit  milk,Expense,Cash,half lit milk
7/9/2018,food,37.0,Half lit  milk,Expense,Cash,half lit milk
6/9/2018,food,55.0,Amul butter,Expense,Cash,amul butter
5/9/2018,apparel,77.0,11 clothes ironing,Expense,Cash,11 clothes ironing
5/9/2018,food,30.0,Chinese Bhel,Expense,Cash,chinese bhel
5/9/2018,food,40.0,Shev Puri,Expense,Cash,shev puri
5/9/2018,food,24.0,2 kachori,Expense,Cash,2 kachori
5/9/2018,food,36.0,Half lit  milk,Expense,Bank Account,half lit milk
5/9/2018,food,18.0,Bread,Expense,Bank Account,bread
31/08/2018 15:12:20,gift,118.0,farewell contribution,Expense,Cash,farewell contribution
31/08/2018 10:01:15,food,510.85,Domino's Pizza,Expense,Card,dominos pizza
31/08/2018 09:27:28,salary,70255.0,From workplace ,Income,Bank Account,from workplace
31/08/2018 09:26:17,food,36.0,Half lit  milk,Expense,Cash,half lit milk
30/08/2018 21:10:24,food,78.0,Warna Srikhand pav kg,Expense,Cash,warna srikhand pav kg
30/08/2018 21:09:51,household,343.0,Supermart,Expense,Cash,supermart
29/08/2018 12:21:49,food,27.0,Baking soda,Expense,Cash,baking soda
29/08/2018 12:21:49,food,15.0,chocobar,Expense,Cash,chocobar
29/08/2018 12:11:41,food,36.0,Half lit  milk,Expense,Cash,half lit milk
28/08/2018 21:04:56,dividend earned on shares,6.75,Astral Stocks,Income,Bank Account,astral stocks
28/08/2018 19:16:09,dividend earned on shares,18.0,Reliance Stocks,Income,Bank Account,reliance stocks
27/08/2018 21:30:16,food,20.0,Dahi 2 packets,Expense,Cash,dahi 2 packets
27/08/2018 10:52:51,food,60.0,2 plates poha,Expense,Cash,2 plates poha
27/08/2018 10:52:30,food,45.0,Khari packet,Expense,Cash,khari packet
27/08/2018 10:52:09,food,36.0,Half lit  milk,Expense,Cash,half lit milk
26/08/2018 21:04:46,interest,30.0,interest paid,Income,Bank Account,interest paid
25/08/2018 21:04:46,apparel,91.0,13 clothes ironing,Expense,Cash,13 clothes ironing
24/08/2018 22:13:43,food,1120.0,Home Food Delivery,Expense,Card,home food delivery
24/08/2018 22:12:17,petty cash,1000.0,From Family,Income,Bank Account,from family
24/08/2018 20:17:09,food,36.0,Half lit  milk,Expense,Cash,half lit milk
24/08/2018 13:34:14,festivals,1000.0,Ganpati+ navratri vargani,Expense,Cash,ganpati navratri vargani
23/08/2018 21:29:52,travel,1305.4,2 Place 2 to Place 3 : Sevagram express 3AC,Expense,Card,2 place 2 to place 3 sevagram express 3ac
23/08/2018 21:29:12,travel,1205.4,2 Place 3 to Place 2 : Amritsar express 3AC,Expense,Card,2 place 3 to place 2 amritsar express 3ac
23/08/2018 19:55:33,food,60.0,Catering Service,Expense,Bank Account,catering service
22/08/2018 22:31:36,food,37.0,Half lit  milk,Expense,Cash,half lit milk
21/08/2018 16:15:46,food,12.0,cutting chai,Expense,Cash,cutting chai
21/08/2018 16:15:20,food,36.0,Half lit  milk,Expense,Cash,half lit milk
19/08/2018,subscription,199.0,1 month subscription,Expense,Bank Account,1 month subscription
17/08/2018 20:06:32,food,20.0,Dahi 2 packets,Expense,Bank Account,dahi 2 packets
17/08/2018 19:21:17,food,36.0,Half lit  milk,Expense,Cash,half lit milk
17/08/2018 12:40:28,dividend earned on shares,22.0,Pidilite Stocks,Income,Bank Account,pidilite stocks
16/08/2018 19:08:01,subscription,157.0,Permanent Residence - Tata Play recharge,Expense,Card,permanent residence tata play recharge
15/08/2018 09:44:05,food,290.0,Warna Srikhand half kg,Expense,Cash,warna srikhand half kg
15/08/2018 09:11:44,food,216.0,M D sure 4kg atta,Expense,Cash,m d sure 4kg atta
14/08/2018 10:59:46,dividend earned on shares,124.0,ITC Stocks,Income,Bank Account,itc stocks
14/08/2018 09:51:30,food,32.0,Dahi,Expense,Cash,dahi
14/08/2018 09:50:12,household,160.0,Toothpaste Patanjali,Expense,Cash,toothpaste patanjali
14/08/2018 09:48:42,apparel,56.0,8 clothes ironing,Expense,Cash,8 clothes ironing
14/08/2018 09:46:54,food,115.0,Vanila family pack,Expense,Cash,vanila family pack
13/08/2018 18:37:27,household,100.0,5 litres can Distilled water,Expense,Cash,5 litres can distilled water
13/08/2018 18:36:01,household,220.0,Brass Puja plate and diva,Expense,Cash,brass puja plate and diva
13/08/2018 18:35:18,food,45.0,Half kg Lahsoon,Expense,Cash,half kg lahsoon
13/08/2018 18:33:36,household,594.0,Supermart,Expense,Cash,supermart
13/08/2018 10:04:36,food,10.0,Vanila cup,Expense,Cash,vanila cup
13/08/2018 10:04:23,food,20.0,chocobar,Expense,Cash,chocobar
11/8/2018,food,96.0,8 kachori,Expense,Cash,8 kachori
6/8/2018,beauty,100.0,hair cut,Expense,Cash,hair cut
5/8/2018,food,10.0,cutting chai,Expense,Cash,cutting chai
5/8/2018,health,4300.0,eyewear Glasses payment remaining,Expense,Card,eyewear glasses payment remaining
5/8/2018,apparel,3410.0,For Family,Expense,Card,for family
5/8/2018,travel,20.0,Place 0 to Place 4 return,Expense,Cash,place 0 to place 4 return
5/8/2018,travel,15.0,Current Residence to Place 0,Expense,Cash,current residence to place 0
5/8/2018,family,398.0,Bows,Expense,Card,bows
3/8/2018,petty cash,100.0,From Family,Income,Bank Account,from family
3/8/2018,dividend earned on shares,180.0,Redington Stocks,Income,Bank Account,redington stocks
2/8/2018,household,18.0,Supermart,Expense,Cash,supermart
2/8/2018,food,216.0,M D sure 4kg atta,Expense,Cash,m d sure 4kg atta
2/8/2018,health,1000.0,eyewear Glasses advance,Expense,Cash,eyewear glasses advance
31/07/2018 21:52:08,apparel,91.0,13 clothes ironing,Expense,Cash,13 clothes ironing
31/07/2018 13:45:08,maid,2000.0,July salary,Expense,Cash,july salary
31/07/2018 13:44:15,food,10.0,10 melody,Expense,Cash,10 melody
31/07/2018 09:05:17,salary,70255.0,From workplace ,Income,Bank Account,from workplace
30/07/2018 18:44:23,health,100.0,Glucose D(50) + flora bc (40)+cyra 20(10),Expense,Cash,glucose d50 flora bc 40cyra 2010
30/07/2018 13:19:36,food,212.0,Catering Service,Expense,Bank Account,catering service
30/07/2018 11:49:11,food,25.0,1 plates poha,Expense,Cash,1 plates poha
29/07/2018 19:29:54,food,260.0,Paneer pizza,Expense,Bank Account,paneer pizza
29/07/2018 15:52:47,travel,50.0,Decathlon Place A to Place A station,Expense,Cash,decathlon place a to place a station
29/07/2018 11:39:53,travel,15.0,Current Residence to Place 0,Expense,Cash,current residence to place 0
29/07/2018 11:38:08,travel,40.0,2 Place 0 to Place A returns,Expense,Bank Account,2 place 0 to place a returns
29/07/2018 10:12:59,food,105.0,Medu vada 3 plate,Expense,Cash,medu vada 3 plate
28/07/2018 23:42:57,culture,481.36,2 INOX ,Expense,Card,2 inox
28/07/2018 20:45:00,household,3750.0,Supermart,Expense,Card,supermart
27/07/2018 18:39:39,others,826.0,Demat account charges,Expense,Bank Account,demat account charges
26/07/2018 23:06:09,food,40.0,Toast packet,Expense,Cash,toast packet
23/07/2018 12:49:29,subscription,154.0,Current Residence - Tata Play recharge,Expense,Card,current residence tata play recharge
23/07/2018 12:33:32,food,100.0,4 plates poha,Expense,Cash,4 plates poha
21/07/2018 19:02:36,household,368.0,Supermart,Expense,Cash,supermart
21/07/2018 19:02:16,food,30.0,Khajur pav kg,Expense,Cash,khajur pav kg
21/07/2018 18:37:38,food,60.0,2 Bhajipav + 2 vadapav,Expense,Bank Account,2 bhajipav 2 vadapav
21/07/2018 08:42:11,food,45.0,Toast packet,Expense,Cash,toast packet
20/07/2018 19:59:46,food,20.0,chocobar,Expense,Cash,chocobar
20/07/2018 19:59:08,food,25.0,potato 1kg,Expense,Cash,potato 1kg
20/07/2018 19:58:46,food,25.0,onion 1 kg,Expense,Cash,onion 1 kg
20/07/2018 13:06:14,travel,155.0,Ola cab - eye institute to Current Residence CHS,Expense,Bank Account,ola cab eye institute to current residence chs
20/07/2018 12:29:28,health,87.0,Cataract Medicine,Expense,Cash,cataract medicine
20/07/2018 09:11:48,health,1048.0,Cataract Medicine,Expense,Card,cataract medicine
19/07/2018 20:25:13,food,40.0,Dahi 4 packets,Expense,Cash,dahi 4 packets
18/07/2018 20:26:03,food,216.0,M D sure 4kg atta,Expense,Cash,m d sure 4kg atta
16/07/2018 17:51:56,apparel,84.0,12 clothes ironing,Expense,Cash,12 clothes ironing
16/07/2018 10:43:53,household,1190.0,Sony WI-C100 earphones wireless,Expense,Card,sony wic100 earphones wireless
16/07/2018 10:41:01,food,84.0,7 kachori,Expense,Cash,7 kachori
15/07/2018 09:41:01,food,48.0,4 kachori,Expense,Cash,4 kachori
14/07/2018 18:10:13,others,2000.0,CA  - income tax filing,Expense,Bank Account,ca income tax filing
13/07/2018 14:02:44,travel,188.0,Ola cab - eye institute to Current Residence CHS,Expense,Bank Account,ola cab eye institute to current residence chs
13/07/2018 09:36:19,health,1358.0,Cataract Medicine,Expense,Card,cataract medicine
12/7/2018,food,35.0,6 eggs,Expense,Cash,6 eggs
11/7/2018,food,57.0,2 bread packets,Expense,Cash,2 bread packets
10/7/2018,dividend earned on shares,180.0,Tata Steel Stocks,Income,Bank Account,tata steel stocks
9/7/2018,travel,360.0,3.4 Lit Petrol,Expense,Cash,34 lit petrol
9/7/2018,food,20.0,Toast packet,Expense,Cash,toast packet
9/7/2018,food,60.0,Shev bhaji sev pav kg,Expense,Cash,shev bhaji sev pav kg
8/7/2018,travel,185.0,Ola cab - eye institute to Current Residence CHS,Expense,Cash,ola cab eye institute to current residence chs
8/7/2018,food,30.0,3 cutting chai,Expense,Bank Account,3 cutting chai
8/7/2018,health,153.0,eye drop,Expense,Card,eye drop
8/7/2018,health,500.0,Hospital consultation,Expense,Cash,hospital consultation
8/7/2018,travel,130.0,Ola cab - Current Residence CHS to eye institute,Expense,Cash,ola cab current residence chs to eye institute
8/7/2018,travel,675.0,To and Fro Cab Fare Contribution,Expense,Bank Account,to and fro cab fare contribution
7/7/2018,travel,10.0,Place 4 to Place 0,Expense,Cash,place 4 to place 0
7/7/2018,food,2.0,At restaurant,Expense,Card,at restaurant
6/7/2018,food,760.0,At restaurant,Expense,Cash,at restaurant
6/7/2018,travel,100.0,Park Inn Goa,Expense,Cash,park inn goa
5/7/2018,travel,83.0,Terminal 1 to Terminal 2,Expense,Cash,terminal 1 to terminal 2
5/7/2018,food,7.0,cutting chai,Expense,Cash,cutting chai
5/7/2018,travel,15.0,Current Residence to Place 0,Expense,Cash,current residence to place 0
5/7/2018,travel,20.0,Place 0 to Place P,Expense,Cash,place 0 to place p
4/7/2018,health,100.0,Doctor Fees,Expense,Cash,doctor fees
4/7/2018,beauty,50.0,Shaving,Expense,Cash,shaving
4/7/2018,health,1440.0,2 Thyroid (1000) + cholesterol (220) + uric acid (220),Expense,Bank Account,2 thyroid 1000 cholesterol 220 uric acid 220
3/7/2018,food,36.0,Half lit  milk,Expense,Bank Account,half lit milk
3/7/2018,subscription,154.0,Current Residence - Tata Play recharge,Expense,Card,current residence tata play recharge
3/7/2018,dividend earned on shares,52.5,Infosys Stocks,Income,Bank Account,infosys stocks
2/7/2018,household,1595.0,Supermart,Expense,Bank Account,supermart
2/7/2018,travel,50.0,Place 1 bridge to Current Residence 2 seats,Expense,Cash,place 1 bridge to current residence 2 seats
2/7/2018,travel,20.0,2 Place 6 Stand to MS,Expense,Cash,2 place 6 stand to ms
2/7/2018,household,626.0,Face towels + shampoo,Expense,Card,face towels shampoo
2/7/2018,travel,26.0,2 Place 1 to  mall,Expense,Cash,2 place 1 to mall
2/7/2018,travel,40.0,Current Residence to Place 1 bus stop highway,Expense,Cash,current residence to place 1 bus stop highway
1/7/2018,culture,461.0,2 PVR ,Expense,Card,2 pvr
1/7/2018,travel,1890.0,2 Place 2 to Place 1 - Shree Sharma Travels,Expense,Card,2 place 2 to place 1 shree sharma travels
1/7/2018,food,15.0,Vadapav,Expense,Bank Account,vadapav
1/7/2018,apparel,430.0,undergarments pair of Jockey,Expense,Bank Account,undergarments pair of jockey
1/7/2018,apparel,98.0,clothes ironing,Expense,Cash,clothes ironing
1/7/2018,food,72.0,milk 1lit ,Expense,Bank Account,milk 1lit
30/06/2018 18:47:45,household,1200.0,Aqugurad PRV,Expense,Bank Account,aqugurad prv
30/06/2018 08:45:37,dividend earned on shares,43.0,Asian paints Stocks,Income,Bank Account,asian paints stocks
30/06/2018 08:45:18,interest,342.0,interest paid,Income,Bank Account,interest paid
30/06/2018 08:44:48,salary,65122.0,From workplace ,Income,Bank Account,from workplace
29/06/2018 17:01:00,dividend earned on shares,44.0,HUL Stocks,Income,Bank Account,hul stocks
29/06/2018 16:13:02,household,70.0,Tulsi plant+ pot,Expense,Cash,tulsi plant pot
29/06/2018 16:10:41,household,50.0,Math tap repair,Expense,Cash,math tap repair
29/06/2018 15:28:46,household,270.0,3 bulbs 3 pencil cells,Expense,Cash,3 bulbs 3 pencil cells
28/06/2018 20:44:36,food,455.0,Home Food Delivery,Expense,Card,home food delivery
28/06/2018 18:35:52,food,70.0,Bhaji + vadapav + kachori+ tea,Expense,Cash,bhaji vadapav kachori tea
28/06/2018 15:06:59,travel,228.0,Vadala road to Nehru Planetarium,Expense,Cash,vadala road to nehru planetarium
28/06/2018 10:08:21,apparel,64.82,Mast & Harbour Slides,Expense,Card,mast harbour slides
27/06/2018 21:32:27,travel,308.85,Planetarium,Expense,Card,planetarium
27/06/2018 19:11:09,petty cash,3000.0,From Family,Income,Bank Account,from family
27/06/2018 18:53:54,food,14.0,2 cups,Expense,Cash,2 cups
27/06/2018 18:48:45,household,100.0,Mobile cover real mi note pro,Expense,Cash,mobile cover real mi note pro
27/06/2018 18:46:33,others,4720.0,Shopping at Alfa,Expense,Card,shopping at alfa
27/06/2018 18:46:48,household,100.0,Mouse pad,Expense,Cash,mouse pad
27/06/2018 18:43:23,apparel,450.0,Purse,Expense,Card,purse
27/06/2018 18:19:27,apparel,550.0,Rainy season chappal,Expense,Card,rainy season chappal
27/06/2018 18:18:28,travel,25.0,Place P station to Alfa market,Expense,Cash,place p station to alfa market
27/06/2018 14:00:32,travel,80.0,2 Place 0 to Place P return,Expense,Cash,2 place 0 to place p return
27/06/2018 13:59:52,travel,30.0,2 Current Residence to Place 0,Expense,Cash,2 current residence to place 0
27/06/2018 06:30:08,saving bank account 1,2549.59,Refund,Transfer-Out,Investment,refund
26/06/2018 19:47:42,travel,30.0,2 Place 0 to Current Residence,Expense,Cash,2 place 0 to current residence
26/06/2018 19:47:42,household,1990.0,Supermart,Expense,Card,supermart
26/06/2018 17:25:23,household,13050.0,Aqugurad water purifier,Expense,Bank Account,aqugurad water purifier
26/06/2018 12:49:54,household,70.0,Umbrella handle repair,Expense,Bank Account,umbrella handle repair
26/06/2018 11:47:08,travel,20.0,Place 0 to Place 4 return,Expense,Cash,place 0 to place 4 return
26/06/2018 11:45:49,food,20.0,2 cutting chai,Expense,Cash,2 cutting chai
26/06/2018 11:44:48,food,30.0,Bhaji + vadapav,Expense,Cash,bhaji vadapav
25/06/2018 15:09:49,food,320.0,Home Food Delivery,Expense,Bank Account,home food delivery
25/06/2018 14:23:22,household,2074.0,Smart point,Expense,Card,smart point
24/06/2018 16:11:39,travel,40.0,2 Place 0 to Current Residence,Expense,Cash,2 place 0 to current residence
24/06/2018 16:11:17,food,18.0,Bread,Expense,Bank Account,bread
24/06/2018 16:11:07,food,72.0,milk 1lit ,Expense,Bank Account,milk 1lit
24/06/2018 14:37:00,health,211.75,Suppliemnts,Expense,Card,suppliemnts
24/06/2018 13:31:06,travel,30.0,2 Place 5 to Place 0,Expense,Cash,2 place 5 to place 0
24/06/2018 11:29:20,subscription,157.0,Permanent Residence - Tata Play recharge,Expense,Card,permanent residence tata play recharge
24/06/2018 11:00:13,food,60.0,2 Vadapav 2 samosa pav,Expense,Cash,2 vadapav 2 samosa pav
23/06/2018 19:25:22,subscription,2545.0,Annual recharge,Expense,Card,annual recharge
22/06/2018 15:32:22,subscription,181.0,Data booster pack,Expense,Bank Account,data booster pack
19/06/2018 10:25:47,subscription,25.0,Data booster pack,Expense,Bank Account,data booster pack
18/06/2018 22:18:59,subscription,15.0,Data booster pack,Expense,Bank Account,data booster pack
15/06/2018 21:19:39,subscription,15.0,Data booster pack,Expense,Bank Account,data booster pack
15/06/2018 09:24:33,travel,1213.6,2CC Place 2 to DDR Spl Train,Expense,Bank Account,2cc place 2 to ddr spl train
